timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-11-22 12:00:00,4560.02,4599.0,4470.0,4562.43,6462.416301,1542902399999.0,29326687.20680538,32007.0,3291.414327,14950460.4009602,0.0
2018-11-22 16:00:00,4562.36,4577.0,4483.27,4496.0,4343.524646,1542916799999.0,19686786.07810283,25160.0,2171.435266,9843089.30009437,0.0
2018-11-22 20:00:00,4496.0,4580.0,4335.0,4370.0,7648.634983,1542931199999.0,34166906.27265287,38246.0,3588.846587,16056990.13195517,0.0
2018-11-23 00:00:00,4370.9,4450.73,4239.27,4318.73,12801.149348,1542945599999.0,55384055.19424277,56101.0,6230.359122,26956449.60870612,0.0
2018-11-23 04:00:00,4314.77,4420.0,4222.94,4355.08,9168.731962,1542959999999.0,39654462.36844687,38937.0,4533.832692,19631773.83036849,0.0
2018-11-23 08:00:00,4355.52,4484.0,4353.23,4396.37,8189.548144,1542974399999.0,36173967.74778339,35672.0,4700.22147,20761228.88653427,0.0
2018-11-23 12:00:00,4396.39,4427.37,4345.01,4404.99,6080.920482,1542988799999.0,26670349.7220823,31930.0,3239.1687,14210052.16035251,0.0
2018-11-23 16:00:00,4406.89,4411.53,4293.0,4372.45,7052.967211,1543003199999.0,30694459.38012902,35155.0,3690.034774,16062432.36622505,0.0
2018-11-23 20:00:00,4372.45,4470.0,4330.18,4420.61,6078.603175,1543017599999.0,26706361.70271039,30140.0,3431.392174,15081592.55067163,0.0
2018-11-24 00:00:00,4415.63,4527.0,4414.8,4443.78,7578.783703,1543031999999.0,33910333.94641787,33197.0,4261.808408,19075853.65884192,0.0
2018-11-24 04:00:00,4443.83,4468.39,4356.5,4389.04,4072.139039,1543046399999.0,17951041.50210868,22503.0,2090.684989,9220779.77681344,0.0
2018-11-24 08:00:00,4389.01,4450.0,4360.1,4388.44,6272.815388,1543060799999.0,27635712.18636536,28587.0,3521.454184,15517332.28332729,0.0
2018-11-24 12:00:00,4388.44,4400.63,4338.0,4372.02,5246.898619,1543075199999.0,22955229.59575178,26258.0,2660.096463,11637787.07503515,0.0
2018-11-24 16:00:00,4372.9,4373.21,4255.32,4270.65,5468.775419,1543089599999.0,23669261.92554205,27562.0,2500.45052,10830826.18506646,0.0
2018-11-24 20:00:00,4269.42,4292.86,3824.69,3932.44,33053.698838,1543103999999.0,132581348.54297853,136963.0,15207.69463,60948952.58706653,0.0
2018-11-25 00:00:00,3933.68,3978.0,3750.0,3768.89,16191.843654,1543118399999.0,62507584.25804455,64885.0,8012.935968,30954511.95074605,0.0
2018-11-25 04:00:00,3768.92,3872.29,3734.72,3866.78,10602.261151,1543132799999.0,40379070.97980206,47763.0,5810.041716,22136665.75344381,0.0
2018-11-25 08:00:00,3866.78,4038.09,3652.66,3910.48,24650.133358,1543147199999.0,94422984.15309568,102908.0,13051.049203,50043058.59315013,0.0
2018-11-25 12:00:00,3907.16,4025.48,3851.91,3880.0,13883.358749,1543161599999.0,54522865.15303752,58347.0,7156.805438,28120553.345384,0.0
2018-11-25 16:00:00,3881.62,4027.43,3811.0,3949.03,13696.549609,1543175999999.0,53360915.14479178,65068.0,7392.409841,28828550.07752183,0.0
2018-11-25 20:00:00,3949.0,4233.0,3931.91,4085.78,22669.829067,1543190399999.0,93060148.84046684,89200.0,11788.928834,48385301.66640901,0.0
2018-11-26 00:00:00,4088.69,4206.0,4030.0,4118.98,11928.253563,1543204799999.0,49068669.45851242,51091.0,5974.149897,24587439.41297299,0.0
2018-11-26 04:00:00,4119.01,4191.29,4028.42,4085.81,10246.684159,1543219199999.0,42141199.16051184,46579.0,5419.127717,22290883.47070831,0.0
2018-11-26 08:00:00,4085.81,4096.38,3971.48,4057.89,13668.457744,1543233599999.0,55251215.35519139,60977.0,7326.840573,29624171.99906179,0.0
2018-11-26 12:00:00,4057.89,4060.0,3822.0,3834.16,17004.276624,1543247999999.0,66930716.23796929,73343.0,8239.401187,32446465.30627127,0.0
2018-11-26 16:00:00,3837.32,3987.0,3701.0,3904.15,23339.575299,1543262399999.0,90284046.59390911,95123.0,11901.306266,46093959.74423693,0.0
2018-11-26 20:00:00,3909.05,3909.79,3707.0,3862.2,18316.503378,1543276799999.0,69549915.00131351,86216.0,9371.317766,35599430.15815413,0.0
2018-11-27 00:00:00,3864.45,3895.0,3770.0,3804.48,9523.675494,1543291199999.0,36423648.74418927,45723.0,4924.456669,18837986.86290232,0.0
2018-11-27 04:00:00,3800.35,3920.0,3765.76,3849.54,9961.323439,1543305599999.0,38293104.28842197,42630.0,5635.426278,21666089.54263944,0.0
2018-11-27 08:00:00,3849.82,3860.0,3689.12,3756.91,14451.646793,1543319999999.0,54626246.02893583,59662.0,7178.941542,27164218.56591331,0.0
2018-11-27 12:00:00,3755.6,3859.84,3732.75,3779.4,11974.892698,1543334399999.0,45469869.00607291,48065.0,6522.409053,24776625.42650501,0.0
2018-11-27 16:00:00,3779.06,3877.0,3750.0,3821.99,10362.004712,1543348799999.0,39443476.03028867,43292.0,5795.314436,22064056.13096188,0.0
2018-11-27 20:00:00,3821.46,3940.0,3790.0,3875.21,11207.064076,1543363199999.0,43336824.0239166,49359.0,6265.735938,24238082.40088432,0.0
