timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-11-01 00:00:00,9140.86,9144.7,9098.28,9125.52,1312.058126,1572569999999.0,11962824.54910539,16105.0,694.982113,6336723.8723989,0.0
2019-11-01 01:00:00,9127.0,9141.7,9090.08,9092.65,992.634124,1572573599999.0,9048239.60740712,17377.0,466.014431,4248010.8948008,0.0
2019-11-01 02:00:00,9092.71,9140.61,9062.09,9123.16,1379.955092,1572577199999.0,12549064.68611558,21772.0,685.744876,6237551.79236152,0.0
2019-11-01 03:00:00,9122.85,9122.85,9043.85,9063.13,1559.194143,1572580799999.0,14147659.7110752,17695.0,828.944292,7522834.44582706,0.0
2019-11-01 04:00:00,9064.12,9100.0,9030.0,9078.33,1155.043623,1572584399999.0,10474215.33769376,15400.0,671.470119,6090970.21435983,0.0
2019-11-01 05:00:00,9077.63,9111.58,9072.28,9080.79,906.475974,1572587999999.0,8242945.74552398,12266.0,455.949314,4146268.83073464,0.0
2019-11-01 06:00:00,9080.62,9137.0,9070.0,9118.9,1092.372598,1572591599999.0,9944780.83945325,16212.0,562.564983,5121179.15622803,0.0
2019-11-01 07:00:00,9116.37,9127.5,9080.12,9099.0,1110.756136,1572595199999.0,10105261.98282552,17379.0,582.751219,5301827.87673612,0.0
2019-11-01 08:00:00,9099.43,9174.99,9094.2,9134.63,2269.695176,1572598799999.0,20725803.31383431,25234.0,1225.510659,11191976.16259055,0.0
2019-11-01 09:00:00,9134.63,9136.0,9088.88,9103.12,1404.482801,1572602399999.0,12792136.17339064,17020.0,699.571389,6371797.77496769,0.0
2019-11-01 10:00:00,9103.42,9181.32,9095.13,9155.93,2095.123101,1572605999999.0,19146975.11021551,22301.0,1106.749055,10116911.32253648,0.0
2019-11-01 11:00:00,9155.93,9279.0,9132.41,9163.16,4929.049692,1572609599999.0,45387257.28907442,42732.0,2712.987519,24989293.24211605,0.0
2019-11-01 12:00:00,9164.56,9213.14,9130.0,9188.64,2496.501634,1572613199999.0,22892286.40916511,23687.0,1384.830764,12699894.94476625,0.0
2019-11-01 13:00:00,9188.35,9219.98,9061.65,9112.86,3273.902143,1572616799999.0,29851078.0765869,28369.0,1512.572916,13793204.54195377,0.0
2019-11-01 14:00:00,9111.95,9136.3,9075.8,9122.5,1998.404363,1572620399999.0,18197326.67574431,19198.0,1032.939037,9405829.18615069,0.0
2019-11-01 15:00:00,9123.74,9248.51,9076.0,9082.43,3083.547989,1572623999999.0,28229415.94039218,26713.0,1618.066182,14819007.58724578,0.0
2019-11-01 16:00:00,9082.43,9200.0,9060.0,9152.9,3046.516822,1572627599999.0,27781520.04104346,24702.0,1429.188577,13038600.14475782,0.0
2019-11-01 17:00:00,9150.75,9202.0,9138.94,9159.94,1234.209237,1572631199999.0,11315109.10118849,15253.0,632.413675,5798316.76979742,0.0
2019-11-01 18:00:00,9160.16,9205.2,9148.84,9181.11,1068.5593,1572634799999.0,9806337.73244944,14253.0,562.043346,5158666.7997278,0.0
2019-11-01 19:00:00,9183.51,9213.57,9158.27,9170.49,945.639882,1572638399999.0,8684722.33786833,12475.0,506.803931,4655358.81161891,0.0
2019-11-01 20:00:00,9170.09,9209.0,9167.15,9190.25,1300.3398,1572641999999.0,11947785.83892658,13772.0,652.004412,5990157.29867592,0.0
2019-11-01 21:00:00,9190.15,9275.0,9180.0,9259.21,1886.482483,1572645599999.0,17400575.19349018,20614.0,1164.175271,10740552.66009578,0.0
2019-11-01 22:00:00,9256.41,9277.16,9183.67,9188.5,1684.092001,1572649199999.0,15535992.3309536,20629.0,885.796737,8171924.84388002,0.0
2019-11-01 23:00:00,9190.93,9246.97,9184.82,9231.61,1369.777875,1572652799999.0,12633754.98556136,16844.0,769.530225,7098296.70662916,0.0
2019-11-02 00:00:00,9231.4,9265.29,9209.16,9243.54,1118.575654,1572656399999.0,10335950.42781206,14755.0,562.235908,5195287.07478506,0.0
2019-11-02 01:00:00,9244.74,9270.76,9224.03,9238.38,1838.470027,1572659999999.0,16997590.67632485,17203.0,1083.584156,10018051.51653483,0.0
2019-11-02 02:00:00,9238.37,9249.98,9209.99,9249.88,962.53883,1572663599999.0,8883204.70085804,12798.0,496.903857,4586015.01524168,0.0
2019-11-02 03:00:00,9248.98,9251.01,9225.07,9236.67,1016.86401,1572667199999.0,9396887.17769028,11866.0,630.948791,5831607.45950797,0.0
2019-11-02 04:00:00,9236.27,9242.95,9196.0,9200.0,987.222292,1572670799999.0,9098454.44448163,13406.0,568.669149,5241348.34861303,0.0
2019-11-02 05:00:00,9200.81,9227.99,9191.02,9216.7,590.621909,1572674399999.0,5440246.08620131,10096.0,329.06366,3030907.04448128,0.0
2019-11-02 06:00:00,9217.44,9224.35,9186.21,9203.97,867.629188,1572677999999.0,7987967.12455863,12799.0,461.019018,4245022.98678091,0.0
2019-11-02 07:00:00,9204.06,9220.0,9191.47,9213.97,630.267079,1572681599999.0,5803023.43510488,9607.0,340.687952,3136938.83801648,0.0
2019-11-02 08:00:00,9213.97,9240.59,9194.19,9202.01,1357.263568,1572685199999.0,12507142.23072853,15415.0,715.057913,6590096.64604514,0.0
2019-11-02 09:00:00,9201.99,9224.35,9200.03,9208.9,702.72321,1572688799999.0,6474412.75024971,10522.0,364.03415,3354089.53104385,0.0
2019-11-02 10:00:00,9209.4,9221.0,9201.55,9214.91,752.806757,1572692399999.0,6935701.07229401,10601.0,351.972121,3242925.672091,0.0
2019-11-02 11:00:00,9214.91,9255.0,9214.84,9241.14,1199.660583,1572695999999.0,11081590.79240858,14668.0,678.44155,6266796.16495012,0.0
2019-11-02 12:00:00,9242.1,9350.0,9201.02,9323.54,4415.768391,1572699599999.0,40971757.94316118,32070.0,2376.78061,22063626.87517329,0.0
2019-11-02 13:00:00,9326.22,9373.74,9291.29,9350.24,3073.872618,1572703199999.0,28676515.12420103,25641.0,1738.80839,16224681.38357847,0.0
2019-11-02 14:00:00,9350.25,9353.98,9308.88,9311.71,1470.856079,1572706799999.0,13724012.31079729,15361.0,709.307418,6618265.01158825,0.0
2019-11-02 15:00:00,9309.42,9324.39,9273.15,9324.36,1787.59523,1572710399999.0,16621332.74508424,16744.0,847.560617,7881492.10305191,0.0
2019-11-02 16:00:00,9323.01,9338.81,9294.77,9311.11,1170.56078,1572713999999.0,10908169.30126249,15241.0,590.492518,5502946.53659464,0.0
2019-11-02 17:00:00,9311.07,9330.0,9281.0,9288.39,1003.645516,1572717599999.0,9340690.4546482,11920.0,478.931844,4458513.37740656,0.0
2019-11-02 18:00:00,9288.38,9304.0,9264.59,9285.0,1025.78342,1572721199999.0,9524205.74792298,12424.0,541.171879,5025408.58030648,0.0
2019-11-02 19:00:00,9284.39,9320.0,9269.0,9315.92,904.870153,1572724799999.0,8412283.64696965,10094.0,474.923422,4415258.07627253,0.0
2019-11-02 20:00:00,9315.2,9318.73,9281.43,9303.26,662.059267,1572728399999.0,6153517.21346121,9332.0,333.681292,3101823.16955233,0.0
2019-11-02 21:00:00,9303.37,9303.52,9271.02,9271.97,545.349379,1572731999999.0,5062123.70910213,8375.0,243.223062,2257705.26578471,0.0
2019-11-02 22:00:00,9271.97,9299.77,9270.52,9287.55,311.700865,1572735599999.0,2894237.84941231,6438.0,158.315564,1469904.16417718,0.0
2019-11-02 23:00:00,9287.84,9298.24,9277.17,9289.52,526.356023,1572739199999.0,4888562.7653559,8045.0,240.373022,2232356.31175442,0.0
2019-11-03 00:00:00,9289.85,9340.35,9288.11,9302.78,1027.879089,1572742799999.0,9569959.24492288,11476.0,565.497134,5264351.13557358,0.0
2019-11-03 01:00:00,9304.1,9318.38,9299.09,9315.14,526.202123,1572746399999.0,4898346.32447517,8174.0,311.807925,2902655.79496392,0.0
2019-11-03 02:00:00,9315.22,9362.57,9311.65,9356.4,1328.425897,1572749999999.0,12409795.82805951,14422.0,779.567787,7282728.83407618,0.0
2019-11-03 03:00:00,9356.47,9359.54,9314.19,9330.32,1155.392601,1572753599999.0,10781070.43037421,13984.0,702.082037,6551197.39168892,0.0
2019-11-03 04:00:00,9329.75,9330.4,9241.0,9260.24,2059.471015,1572757199999.0,19101337.33025772,18551.0,850.009704,7886874.86044421,0.0
2019-11-03 05:00:00,9260.25,9271.15,9225.01,9263.05,1075.851627,1572760799999.0,9953812.65946696,11325.0,529.204463,4896921.15751971,0.0
2019-11-03 06:00:00,9262.9,9284.59,9251.57,9262.32,615.642834,1572764399999.0,5705062.7667103,9289.0,349.62533,3240069.09277368,0.0
2019-11-03 07:00:00,9258.8,9272.0,9236.57,9239.61,711.893785,1572767999999.0,6587858.87022803,9361.0,356.974956,3303562.09436411,0.0
2019-11-03 08:00:00,9239.6,9241.0,9182.0,9214.12,1870.268126,1572771599999.0,17237793.04191391,17355.0,827.548244,7629129.22188336,0.0
2019-11-03 09:00:00,9213.61,9237.89,9200.0,9212.8,863.126033,1572775199999.0,7957848.21345119,12137.0,458.111075,4223845.21124082,0.0
2019-11-03 10:00:00,9212.8,9216.85,9109.0,9142.35,2933.561449,1572778799999.0,26841997.3189198,25506.0,1154.803638,10566337.20551722,0.0
2019-11-03 11:00:00,9142.23,9173.15,9120.0,9156.52,1262.666402,1572782399999.0,11552209.74980807,14428.0,612.619731,5605093.45893637,0.0
2019-11-03 12:00:00,9155.26,9165.0,9101.0,9150.08,1418.116318,1572785999999.0,12956591.08145001,15789.0,635.062276,5803926.92519913,0.0
2019-11-03 13:00:00,9150.08,9179.32,9132.04,9163.76,785.532298,1572789599999.0,7189720.43220544,11829.0,377.996126,3460049.26127842,0.0
2019-11-03 14:00:00,9163.76,9186.63,9135.04,9145.79,1064.976862,1572793199999.0,9752926.31810793,15313.0,507.452155,4647578.48629526,0.0
2019-11-03 15:00:00,9146.54,9182.04,9130.0,9177.68,893.869096,1572796799999.0,8192264.44581015,12671.0,467.391054,4284165.32302209,0.0
2019-11-03 16:00:00,9177.94,9180.0,9146.01,9164.44,801.480716,1572800399999.0,7346991.97451199,11701.0,421.349425,3862951.58771447,0.0
2019-11-03 17:00:00,9165.79,9167.0,9112.95,9157.51,1249.694126,1572803999999.0,11419934.89857464,14540.0,557.417146,5093949.09436848,0.0
2019-11-03 18:00:00,9157.72,9163.08,9130.67,9157.82,691.938385,1572807599999.0,6327928.82623632,10607.0,375.325111,3432258.07999204,0.0
2019-11-03 19:00:00,9158.84,9174.06,9133.03,9135.12,492.47893,1572811199999.0,4509856.80776327,8500.0,238.297925,2182321.25631341,0.0
2019-11-03 20:00:00,9135.11,9159.44,9133.56,9151.73,542.203699,1572814799999.0,4960334.83216756,8588.0,311.881772,2853235.58822953,0.0
2019-11-03 21:00:00,9151.72,9171.99,9066.14,9145.31,2113.472179,1572818399999.0,19264357.79337536,20886.0,858.331002,7827673.90253338,0.0
2019-11-03 22:00:00,9145.31,9214.99,9142.98,9203.44,1411.470042,1572821999999.0,12951757.37025222,16980.0,841.079913,7718804.70518114,0.0
2019-11-03 23:00:00,9204.98,9236.0,9183.59,9194.71,998.764647,1572825599999.0,9194503.10314877,12612.0,522.370629,4808831.33515829,0.0
2019-11-04 00:00:00,9196.46,9209.82,9145.62,9165.74,874.581566,1572829199999.0,8025461.8295562,11490.0,444.222116,4076113.19420982,0.0
2019-11-04 01:00:00,9165.73,9168.42,9136.0,9158.04,770.999735,1572832799999.0,7057157.63989535,9698.0,373.444393,3418505.68829851,0.0
